"Kingdom","Phylum","Class","Order","Family","Genus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Parvimonas"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Psychrilyobacter"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Gallicola"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae",NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","MN_122.2a"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","endosymbionts8"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Bryocella"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Gallicola"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible_genus_04"
"Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Family_III","Thermoanaerobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus"
"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Planifilum"
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales",NA,NA
"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",NA,NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Ezakiella"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera"
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Gallicola"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"Eukaryota","Ciliophora","Intramacronucleata",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arsenicibacter"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella"
"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis","Proteiniborus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ideonella"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"Bacteria",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Finegoldia"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Firmicutes",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_7"
"Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","W5053"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales",NA,NA
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Turicella"
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Nissabacter"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Hathewaya"
"Bacteria","Firmicutes","BRH-c20a",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_7"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_18"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia"
"Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","endosymbionts8"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Firmicutes",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
